x,y,color
3.6251291992677785,-3.616050078979898,0
0.450653393474334,3.4565415770892844,0
-2.2408095043103278,-1.7562317596653312,1
2.629776079490833,-1.4445637207971798,1
-0.23189677885033877,-1.9637924948602103,0
1.351647351072474,3.560755596997658,1
-3.0346123884345504,4.81011795865672,0
1.68425590564393,2.796679858370318,1
-0.6380455994938812,3.4122007442227122,1
-0.9922922525335496,1.5845041446740398,1
4.8192402090002116,0.7589741755683077,0
-0.10812421515777482,2.494202043114635,0
2.1023454030416078,-3.678134090744017,0
1.6495478201645701,-3.4473952695694297,0
-3.061268042033581,2.1854613971856525,1
2.7313478335788455,-0.9843703187164774,1
-1.0915671690978113,0.39950920803447154,0
3.1904559427706154,3.0379330729391913,1
1.468767043538442,1.1944211756624057,0
-1.1461765904185937,3.2473568719675203,0
-0.7933633570203615,-0.22760282046420865,1
2.5835663269972455,-1.413189823256097,1
0.9505338361059366,-1.8864678200451812,1
2.0151593660418374,-2.814871440341226,1
-2.5751351103233056,-3.668831299534375,1
3.0827900500557677,-3.5216588588493587,1
-1.1164781297646877,-1.561010555804672,0
1.5787514044190596,-1.4942866508988701,1
-2.9678815728219217,-0.5639392387011037,0
-1.107217829587297,1.3245563411555494,1
1.8398056375997767,2.8336958161885466,0
-1.5321448093877446,-2.220654927471185,0
3.922809770748354,2.833233589390903,1
1.951055594990783,-2.7490942498776905,0
3.8325055396711614,4.898242586208857,1
-0.44148367973991354,-1.4346959522564795,0
-3.694133716377925,3.5360151323373437,1
1.1852596701959248,-2.28580754899762,0
-0.9472584754716493,4.555785023935311,1
0.03369538330117905,3.439641066909907,1
2.12999192530474,-0.7654966550766931,1
2.305982003637846,-0.20675446514630957,1
-3.7519922662076617,-3.965458058293215,0
2.923724055556521,-1.7371098011833075,0
0.4416702346047101,-1.3963318964324363,1
1.01028895992095,0.07464829063935596,1
-1.3180523332913272,-2.7485516740434996,0
-0.21249592599477118,0.30890199310024435,0
2.3933762058139854,2.016216368773269,0
2.9904242264983267,-0.6584593167101338,1
-0.5160443694881978,-1.9102425199102662,1
2.2200577938619714,0.9294483825850524,1
-1.6776084848040576,-3.738964873357507,1
3.488203986597637,-0.9324629430119682,0
1.4883281501662875,0.748312186172126,1
2.976678644602055,-0.9774146542132982,0
0.29439367086062607,-0.8911171651222505,0
-1.9380164351624027,3.6346699637348294,0
-0.13691998017720453,4.40592608475648,0
-0.5666314496951133,3.4465338261379284,0
-1.005551109038568,-3.110192949293597,0
-2.0904362703266948,-1.3923180005710334,0
2.8325042769182556,2.4016493002249835,0
-3.2228350481149555,4.769535155023924,0
3.988048368972505,-1.8194660637692741,1
-2.4247774939202182,4.083894311803705,0
4.818862866663872,2.651134884467613,1
4.896212432783669,4.85105329741579,1
-0.414516628829634,-3.157730664324393,1
4.890389653690367,-0.44728826626266427,0
3.8216166555265367,0.30303502101050395,1
-3.2581275074800096,2.0487436272012047,1
4.5259570726575635,1.8857483264761612,1
-3.617370526858652,4.157108102428076,1
-2.3627713563480355,3.548058103294986,1
1.2613598676200688,-3.5016459797543833,1
-3.2733653943998777,0.37886110708898446,0
-2.5444501870956797,-0.336448928028104,1
4.581426084010149,4.9743012787283725,1
4.952190963988473,-0.15467625179957833,1
3.1832288760226755,2.143572260024177,1
0.6368845231823252,-1.4401351017949846,1
4.102708421225078,1.531660603256392,1
-2.992911062047882,-2.1403022024341,0
4.48602682320508,1.4324599008465073,0
-0.83602365290111,3.813712147291829,0
3.7534045210987497,-3.826859876987016,0
2.0153606538685187,0.541277685854114,1
4.642468736501499,4.84133561920758,0
3.7821015301623637,-2.5666372979651193,0
3.9910803219581554,-2.3492890475600046,1
1.6857892050802743,0.23741348991388733,0
3.498426778786482,3.838938622942184,1
2.814180356852047,1.0648364849340286,1
-2.5453918218650147,0.5783778011352565,1
1.8373720221791876,-3.2191864680584095,1
-2.6664200813185723,4.657874131172129,0
3.825105096969769,-0.8759566166827071,0
-3.406451805940284,-1.7337356306719363,1
4.883420031739478,-0.29430449731253505,1
-0.3943600047605966,-0.27236054464762205,0
-2.4643358166870795,0.12679797855253572,1
4.421074852951007,2.1968438169124864,1
-3.5911661239313686,3.811519117530187,1
0.23095071058085104,-3.484184078858294,0
2.9320441513205235,0.4169170820003476,1
-1.1492457211146911,-0.2741968765653522,1
0.7595120291252107,-3.9020789846305903,1
2.3037171468242175,3.348405058122518,0
4.567787789011888,-3.0611811899134893,1
-3.0756762465607306,-2.9672679144369556,0
-2.584959666565722,-3.56531423753467,1
0.5798380567466026,-2.196205295669645,1
-0.23372534964957792,-2.4086534660095156,1
-0.3028345538470023,-0.8692074752035461,1
-1.3273464735746212,1.9334335482592673,1
1.0461631865806051,-3.5113519513436886,0
3.949595025491446,3.7424818415730785,0
-2.5516809351592253,-1.0607924617909972,1
-2.062423034538181,1.4594659796473257,1
2.0374114801962717,-3.8919539901032114,1
-3.4942211114142623,-0.7077287643846963,0
2.0638777960670582,-3.981541792851685,0
-1.169894642229964,-2.5108755378050502,0
-0.7793146173998653,0.03065387424186561,0
-0.35005563559389774,0.815786797547748,0
-0.853711946574566,-2.623642602507889,1
3.57088659151579,2.706946498540871,0
4.514616116602781,-2.298967010314559,1
0.9321032778456964,-2.9573941705864843,1
1.2369064895144541,-0.9991793851494308,1
-3.365652027879084,0.9628579729485791,0
2.418727355249006,4.900116347777734,1
1.2568898566767563,-0.23155843328364778,1
-3.546449285731597,-0.16603224482100298,1
-2.2141689963546707,-3.4659987689513048,0
-2.1825092164669355,2.8923770584337305,1
-2.461288432509767,-2.36395298325061,0
1.9278135916049939,2.7032320809084034,0
4.355956538201919,4.195551899569473,0
2.8667779282252344,2.913986858822251,0
0.2963613669252192,1.782080783709934,1
-0.36353831813966275,1.4352466593976674,1
-0.5218770522169973,0.0826960317308636,0
1.4112226192624249,-2.6991157439526074,0
-0.7670140694991727,3.009547482095771,1
-1.964902259301546,0.29590043353334394,1
1.4255861591802468,1.630812408220799,1
-0.4836512791518417,-0.6338629397790183,0
-3.8728765377054954,-2.1934955228760913,0
-3.7999199778990294,3.2585761740943635,1
-1.5327704996102351,-0.9184017498358887,1
0.6117997955617733,3.8001202607427063,1
-0.8118444309881014,4.691524122704136,0
-3.7835036285120323,3.4698967448633278,0
-1.9916341262208364,-2.8467575923823434,1
-3.132226221928455,3.695098346216991,1
4.537688012252749,0.6742204287190914,1
-1.1844933193432614,-1.8272955919211817,0
-3.867102655640537,-3.161595697364689,1
1.9450692678709718,-1.493411447830768,0
-1.9079685354296458,-2.763156260414066,0
1.1006262952790369,-3.7691987601871055,1
-2.6432909085146092,4.88987914202697,1
4.856119116102182,3.483880235627238,1
4.732332679087998,2.6505433678717374,1
1.903850165212753,-2.262876059260491,0
2.364823596398547,-3.750372049442361,0
-0.16708997837513806,0.3668349431722193,0
4.65961410876352,2.6752498694269056,1
-0.18634341665919152,4.665536270237862,1
-1.8447880233274576,3.594953197428392,1
-2.961592513564864,4.041521203951017,1
-2.1268722971705296,-1.8520352703307479,1
1.1499215353584988,-2.6020658413896816,0
-1.7941745385463084,-1.7699640691596539,1
1.888244856027903,-2.7527847406747514,0
-0.5603393210345802,3.1863544134061303,1
3.981856148755199,4.127387548692429,0
1.0263026071901962,-1.2339217636445157,0
1.603436477911485,3.892335646451759,1
1.0090382269340932,-3.5046833785697795,0
3.970118967719218,2.0962088566445907,1
-3.429223888637278,0.7474388890621286,0
-3.393861636183294,-1.5093103394219596,1
2.3156622043227353,2.913809858072935,0
2.911675118433605,-2.091574466979445,0
-0.09769523546228953,-0.25465461315199533,0
-0.8292531275116297,2.388734024655947,0
-1.4984944041512818,-0.9559391697232416,0
-1.8904460274980703,3.6982416703075325,1
4.2076273071074475,3.7888430957567554,0
-1.3437440827494478,-2.177226222447826,1
1.8327091623007696,-0.0364901020142856,0
3.0838530234525994,-0.11188621039199642,0
-3.802300793971772,-0.30959378229283896,1
-3.6951326510513205,0.5177492436765068,1
-1.0017633582636765,-3.330703173231677,1
2.2641416988233285,3.830449958007714,1
-1.6528122826388527,-1.3907669948219983,0
-3.9866503861097478,-3.983688458915693,0
-1.406668900504747,2.165935394021096,0
-3.1888226502083854,1.8542487538478643,1
-2.025280247869091,4.848459919408635,1
-1.0012899937063215,2.4732249296670084,0
-2.8474838043812336,-1.0056450265934962,0
2.35728254702894,4.573557966185678,1
-1.6967179119443054,-0.7118878066386873,0
1.9498531937446613,3.3912021731683772,0
1.3912956753905243,-0.9789333767933286,1
4.082409389243624,-3.561625178588204,1
-3.208601448897977,2.6040637489491916,1
-2.0685269977270173,-0.8481016232332097,1
3.786605861395784,-0.9500107086824285,0
3.399183107471239,2.442664641798501,0
-2.271049985361544,-1.1016592503694618,1
-3.0303758924848827,-2.937885662082779,0
3.706173181581744,-0.3594077328495513,0
-2.3967574885776575,3.4145963559395014,0
3.839987354637157,-2.828159607941858,0
4.650032294399665,0.9903269818745324,0
-2.0127402528189666,-2.8096663545065756,1
3.5634883992885955,-3.5573543640446643,1
-0.1855201901596324,-0.5916120289123654,1
3.0990058227814625,1.920949846972384,1
